DATE_ADMINISTERED,NEW_1ST_DOSES,NEW_2ND_DOSES,NEW_SINGLE_DOSES,NEW_SERIES_COMPLETED,NEW_RECIPIENTS,CUMULATIVE_1ST_DOSES,CUMULATIVE_2ND_DOSES,CUMULATIVE_SINGLE_DOSES,CUMULATIVE_SERIES_COMPLETED,CUMULATIVE_RECIPIENTS,NEW_BOOSTER_DOSES,NEW_BOOSTER_RECIPIENTS,CUMULATIVE_BOOSTER_DOSES,CUMULATIVE_BOOSTER_RECIPIENTS,DATA_AS_OF,DATA_UPDATED_AT,DATA_LOADED_AT
2022/04/23,72,53,0,53,72,734592,673640,57976,731615,793944,850,146,567453,519992,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/04/24,36,20,0,20,36,734628,673660,57976,731635,793980,458,75,567911,520067,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/04/25,87,90,3,93,90,734715,673750,57979,731728,794070,2081,286,569992,520353,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/04/26,95,107,4,111,98,734810,673857,57983,731839,794168,1966,260,571958,520613,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/04/27,101,88,3,91,104,734911,673945,57986,731930,794272,1886,267,573844,520880,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/04/28,106,78,0,78,106,735017,674023,57986,732008,794378,2187,313,576031,521193,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/04/29,75,71,5,76,80,735092,674094,57991,732084,794458,2103,282,578134,521475,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/04/30,58,54,2,56,60,735150,674148,57993,732140,794518,902,184,579036,521659,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/05/01,41,30,0,30,43,735191,674178,57993,732170,794561,479,86,579515,521745,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/05/02,116,73,1,74,117,735307,674251,57994,732244,794678,1918,241,581433,521986,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/05/03,100,60,0,60,100,735407,674311,57994,732304,794778,1810,251,583243,522237,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2022/05/04,50,69,2,71,52,735457,674380,57996,732375,794830,1578,204,584821,522441,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
