Date of Death,New Deaths,Cumulative Deaths,Data As Of,Data Loaded At
09/30/2021 12:00:00 AM,0,654,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/03/2021 12:00:00 AM,1,656,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/06/2021 12:00:00 AM,0,657,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/09/2021 12:00:00 AM,1,660,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/12/2021 12:00:00 AM,1,663,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/15/2021 12:00:00 AM,1,664,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/18/2021 12:00:00 AM,1,669,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/21/2021 12:00:00 AM,1,672,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/24/2021 12:00:00 AM,0,672,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/27/2021 12:00:00 AM,0,673,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/30/2021 12:00:00 AM,0,673,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/02/2021 12:00:00 AM,0,673,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/05/2021 12:00:00 AM,0,674,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/08/2021 12:00:00 AM,0,675,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/11/2021 12:00:00 AM,0,675,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/14/2021 12:00:00 AM,0,676,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/17/2021 12:00:00 AM,0,678,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/20/2021 12:00:00 AM,0,680,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/23/2021 12:00:00 AM,0,681,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/26/2021 12:00:00 AM,0,681,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/29/2021 12:00:00 AM,0,681,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/02/2021 12:00:00 AM,0,682,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/05/2021 12:00:00 AM,0,684,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/08/2021 12:00:00 AM,0,686,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/11/2021 12:00:00 AM,0,686,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/14/2021 12:00:00 AM,0,688,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/17/2021 12:00:00 AM,0,688,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/20/2021 12:00:00 AM,1,691,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/23/2021 12:00:00 AM,0,691,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/26/2021 12:00:00 AM,0,691,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/29/2021 12:00:00 AM,0,693,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/01/2022 12:00:00 AM,3,696,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/04/2022 12:00:00 AM,1,698,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/07/2022 12:00:00 AM,1,703,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/10/2022 12:00:00 AM,1,709,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/13/2022 12:00:00 AM,3,716,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/16/2022 12:00:00 AM,4,722,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/19/2022 12:00:00 AM,1,726,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/22/2022 12:00:00 AM,2,735,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/25/2022 12:00:00 AM,2,745,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/28/2022 12:00:00 AM,2,751,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/31/2022 12:00:00 AM,3,764,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/03/2022 12:00:00 AM,5,772,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/06/2022 12:00:00 AM,0,785,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/09/2022 12:00:00 AM,4,795,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/12/2022 12:00:00 AM,4,807,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/15/2022 12:00:00 AM,2,814,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/18/2022 12:00:00 AM,1,818,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/21/2022 12:00:00 AM,1,823,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/24/2022 12:00:00 AM,3,831,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/27/2022 12:00:00 AM,0,834,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/02/2022 12:00:00 AM,0,838,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/05/2022 12:00:00 AM,0,842,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/08/2022 12:00:00 AM,2,844,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/11/2022 12:00:00 AM,1,845,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/14/2022 12:00:00 AM,1,848,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/17/2022 12:00:00 AM,1,850,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/20/2022 12:00:00 AM,0,850,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/23/2022 12:00:00 AM,0,852,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/26/2022 12:00:00 AM,0,852,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/29/2022 12:00:00 AM,0,856,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/01/2022 12:00:00 AM,0,856,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/04/2022 12:00:00 AM,0,857,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/07/2022 12:00:00 AM,0,861,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/10/2022 12:00:00 AM,0,861,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/13/2022 12:00:00 AM,1,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/16/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/19/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/22/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/25/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
